,post,class
15848,: south carolina : carter strange beating update #tcot #ocra #teaparty #tpp,not_hate
8022,now back to my fav activity ... antagonizing what happened to ? ? i'm gone a week and fav kkk guy quits ?,not_hate
2033,7 / town halls of old have been replaced by the modern social media giants . it's time we realize their power and regulate them accordingly .,not_hate
16694,#democrat senator byrd was a exalted cyclops of the #kkk .,implicit_hate
14531,so how do you pick  out of a very wide brimmed hat  to support some forms of health care  but not others ? how hypocritical & mean spirited .,not_hate
8513,: the south stayed locked in the past until the feds forced them to adopt modern thing,not_hate
887,white supremacists like are the only ones saddened by phil rushton's death,not_hate
2662,this ishika is wishing you well lobhely white,not_hate
13762,what white people go to synagogues ?,implicit_hate
10051,today's schedule : a trip to the white house :,not_hate
5126,iran requests india to allow open accounts in multiple banks,not_hate
14170,either tn or kentucky would work . georgia has too much atlanta in it  if'n you know what i mean .,implicit_hate
5593,your alt-right brand is pushing the deep state / wapo / nyt / ny . that is trump's game . love it or hate it -,not_hate
14816," 1967 states rights were  "" trampled by the court "" "" with loving v virginia . do you wish to undo this ruling ? """,not_hate
11402,cruz crew : georgia illustrates why you arent takenseriously,not_hate
11095,you make pop - shot comments ... stupid really ...,not_hate
259,a really thorough explanation : clarifying the count of marriage amendments and referenda via,not_hate
6552," : nationalsocialism rising in russia  government moving to ban justification of  "" nazism "" "" | more : """,not_hate
1792,what do white liberals like eraserhead think that their assault on white christians will accomplish ?,not_hate
15050,by the entire white race .,not_hate
15422,shri rajnath singh meeting with the chief of naval staff  admiral r . k . dhown at north block  new delhi on 5 june 2014,not_hate
8956,our much-awaited map of hate crime hoaxes is here . we've mapped over 100 hoaxes that occurred since june 2015 . summaries of each case can be viewed on the map  while a detailed spreadsheet view allows for deeper dives .,not_hate
19148,i believe they are too lazy. isn't that why we went and brought back slaves in the first place?,implicit_hate
13056,... many arrests of muslim youth in bharat regarding sexual violence against animals ... its happening,implicit_hate
9809,mr . taylor warned us : egalitarian orthodoxy would fight hardest when wounded . don't let up . don't be discouraged .,not_hate
10155,why are you judging this man by the color of his skin ? racist ! !,not_hate
10335,10000 hearts  one beat ! we are making #history right now . this is the greatest struggle our folk has ever been a part of . #victory,not_hate
20686,"don't worry, goy, the jews will take good care of you. #truthishatespeech",implicit_hate
5433,tim wise is not white  he is jewish .,implicit_hate
2193,democrats are the real white supremacist . they are the vicious racist hate filled suppressor's in america pushing their nazis agenda,not_hate
18932,teen accused of jcc bomb threats has attempted suicide 5 times in jail  his attorney says,not_hate
15282,liftwaffe : who is less trustworthy ? guys who don't :,not_hate
20619,"if you see anybody who looks like this you have spotted illegal aliens, call ice immediately!",implicit_hate
15031,black mob pounces on young white couple,implicit_hate
18522,. : my record as a #prolife governor is clear . this goes way beyond politics . well said #gopdebate #tcot #tcot,not_hate
9540,can we do the same to louis ck ? he's racist . his act says how being white is better than not being white . much better .,not_hate
302,are you jewish ? if so you aren't white . either way you're anti-white .,implicit_hate
15691,you're right about lots of southern white people wanting nothing to do with obama's america . #dixierepublic #secession #tcot,not_hate
7778,great news  it's about time us white folks did somethingl,implicit_hate
9795,million dollar question ? where are all the white people ? it's all about votes . if the white voters gave,not_hate
13970,#sb1070 co-author's connection to  an org w / racist  white supremacist roots #justice4az #immigration,not_hate
17089,like i told you earlier  it is not about trump . it is about destroying mainstream conservatism,not_hate
962,"  "" white flight . "" "" nice jew euphemism for us fleeing their invading hordes of non white pets . """,explicit_hate
7752,fake government and bogus media - renegade tribune #withjewswelose,not_hate
4914,blacks  rainbow confederates  and the heritage : dixie connie chastain writes : interesting thing there are ...,implicit_hate
13554,pool boy from a third rate law school . honors ? absentee this man will support rick's vision !,not_hate
145," rt  "" this win for #trinitylutheran church is a win for the freedoms that americans have long exercised . "" "" #religiousfreedom """,not_hate
5539,white supremacists usually are the least accomplished  least intelligent of their race .,not_hate
4715," rt  "" our country was advancing in its high regard for women  leaving the barbaric days of back-alley abortions . "" "" """,implicit_hate
14656,u guys n ur race wars r basically just white isis . racism will never be out the shadows again .,not_hate
8666,does the white race have the right to live ? look at the trends . our leaders say no ! #kalergi plan of #whitegenocide,implicit_hate
7531,#livestreaming 12pm est todaymena briefingexperts speak on #is & #gjm,not_hate
14313,islam / liberalism is dividing white people against each other . white people hate white people more than anyone . divide and conquer .,not_hate
17627,. i say good for them  they want black roommates  we want white roommates  hail nationalism .,implicit_hate
19414,we must rid america of this barbaric oppressive evil ideology.we are dealing w/savages who follow evil ideology.,implicit_hate
12844,what is the rate of petrol  diesel & gas in delhi before bjp come  and what is now . pl ask delhi .,not_hate
3718,york  pa . #fashthecity,not_hate
9422,: conservatism is liberalism on a long slow burning fuse . just wait 10 years . republicans will be promoting what th,not_hate
12578,not going to happen . will austria take me 500 years after my ancestors left ? i think not .,not_hate
19655,more proof that islam is not compatible with civilization.,implicit_hate
9318," no it pretty explicitly says  "" white people of good character "" "" """,not_hate
9163,wealthy white people are taxed and their income is redistributed to sustain 40 % of black people in ms on snap ebt,implicit_hate
1829,white supremacists - the real danger to usa.they killed more americans than any other hate grp,not_hate
5218,muh traditionalism includes going to gay weddings #cuckservative,implicit_hate
12408,i posted some of it . hitler had them soldiers all wacked out on drugs .,not_hate
20745,stop with the warnings. start the action! sic em!,implicit_hate
9989,the black idea of harmony is committing 100 % of homicide in atlanta . #black undertow,explicit_hate
6370,this right here is why the alt right will never be mainstream right . zero appeal to conservatives,not_hate
20346,can ice please arrest and deport all these undocumented jack wagons?,implicit_hate
3927,africa is oppressed by systematic white supremacy just like the us . the syst,not_hate
6852,do you guys have like a application i can fill out ?,not_hate
9914,retweeted national socialist ( ): turkey poses real threat ',not_hate
15495,the people who predicted the catastrophic result of mass immigration were banished from political discourse,implicit_hate
2043,: ernst zndel : the hitler we loved and why via,implicit_hate
9317," no   "" the wall "" "" is an idiotic  simple-minded huge money waste of an idea . """,not_hate
7815,hunter wrote about it,not_hate
16400,the white man's revolution of 2016 via,implicit_hate
10058,trump's weaknesses : israel  southern heritage  affirmative action  gay marriage,not_hate
3294,important read from this morning on marriage debate and young evangelicals :,not_hate
5708," victoria _1488 :  "" : dr . david duke : the racial murder and rape of white women in america via "" "" """,not_hate
12153,14 reasons for white pride in america . ( elaboration  details  and sources . ),implicit_hate
6138,labour is no more as important as it was in 18th century . technology has ensured it .,not_hate
21400,"But there's a difference between black people"" and ""niggers"". You shouldn't deny that until you've been to the South and have seen the difference.""",explicit_hate
10038,this author is mistaking nationalism for bigotry .,not_hate
15227,illegal aliens who kill citizens need to be deported . to say its racist is like me saying mafia rico laws are racist,implicit_hate
16018,faith in the white house :,not_hate
8448," white people are terrible at unifiying . they say  "" oh well he was charged with a hate crime . it's fine ! "" "" """,not_hate
7423,you dont understand aspects of socialism . follow & learn,not_hate
4138,i hate black people  if it's not white it's not right #kkk #whitepower,explicit_hate
8800,if you don't put your money where your mouth and heart are then you don't care . donate to a pro-white organization today !,implicit_hate
37,article 356 should be invoked and the aap govt should be dismissed : subramanian swamy  bjp leader ( times now ),not_hate
8835,it's times like this that i really wish white,not_hate
6527,zuckerberg is an open borders zealot and only cares about cheap labor to enrich himself .,implicit_hate
806,unions proudly in solidarity with marriage equality . just say yes !,not_hate
6877,fair is a racist  xenophobic front . stop lying .,not_hate
1394,i looked at your pics to . and im glad your proud to be white   but i hope you dont like it to the point that you will divide . i didnt know whites went through slavery and i didnt know that white people systematically have had legislature to oppress them as a people,not_hate
21379,You're going to be the expert on all things African American.,implicit_hate
6030,i heard nathan damingo doesnt like black people,not_hate
1463,its time for #racist scumbags like to #stfu .,not_hate
19970,the niggers don't count,explicit_hate
5402,the worst part about ' doxing ' antifa is that they can't really suffer social or employment consequences,not_hate
5812,adolf hitler : the greatest story never told ( 2013 ) - imdbvote for us on & leave a review .,not_hate
15707,"  "" i am of the opinion that the majority of american and european jews are white . "" "" - - - dylann roof """,not_hate
7656,anti-white un boss demands more non-white invasion into uk  despite major opposition | more :,implicit_hate
17427,white people are human so they would be included . you have offered no clarity . i still don't see why the color of human matters .,not_hate
4307,not just gentile but white gentile !,not_hate
18020,let white people rule,implicit_hate
19727,my friend got his ass kicked. but that's ok too right because he's not the right color. plus yiddish? fuck you,implicit_hate
6679,3 police officers dead  7 shot in baton rouge ; heavily-armed shooter at large - #batonrouge #tcot #tlot #nrx #ancap,not_hate
16468,via : france jihadis brother : hes not terrorist  we are muslims . we respect people . #tcot,not_hate
2580,switzerland : africans kill elderly white man then start screaming about racism #swrm #smh #racism via,implicit_hate
9059,the fact is the best way to have a nice life is to move to a majority white country . what happens when those countries are no longer white ?,implicit_hate
5753,... i sure hope we can get some of that cultural enrichment ! ! !,not_hate
12276,breaking : accident at palm beach international airport  passengers taken to hospital,not_hate
9982,that's why white conscientious has exploded . whites are realising this is an existential mom,implicit_hate
18026,little do they know that the alt-right wears khakis and polos at all times  including the gym and while,not_hate
14232,hunter wallace  thank you for being the only one of the leadership who hasn't cucked on this issue . if,not_hate
6443,white man visits the black republic : rt :,not_hate
15082,death to tha message of tha kkk ! ugh,not_hate
14411,my brother is still waiting for you guys,not_hate
20025,"oh, i see: """"take it back"""" from good, decent people and give it to you evil jerks. got it!",implicit_hate
13954,#charlotteriots join to put a stop to this anti-white hate .,implicit_hate
18971,the white race is finished .,implicit_hate
5458,video : black on white murders grow more sadistic in south africa via,not_hate
16891,dr3 fail : texas southern activists ' no platform ' us sen . cornyn via,not_hate
15296,maggie dehart is a racist . i worked full time while i put myself through 7 years of post secondary  with no help . everything i own and have done in life i earned . if white privilege is a thing i have seriously been jewed .,explicit_hate
8175,there are racist practices targeting whites in the governme,not_hate
10143,white pride knows it  the world white heritage union knows,implicit_hate
991," icymi : white union members oppose amnesty because they are  "" rabidly racist "" "" #afire #teaparty #p2 """,not_hate
13855,you mean the all white christian fanatical god defined by groups like the . when your popularity is plummetting support a hate group .,not_hate
16247,no that would be racist,not_hate
1300,douglas  sorry  not seeing any cspan link here :,not_hate
11704,oh  i thought ben sasse was the jew who said it was time to wound white people .,implicit_hate
21256,how do you find a black person ? guilty,implicit_hate
14092,bannin abortions does not stop abortions  it only make teen mothers do it by unqualified fake doctors . with the huge risk,not_hate
8326,yes he is racist ! !,not_hate
11400,could white advocacy exist in a multi-ethnic society ? via,implicit_hate
3059,army to fight ' white privilege ' : via,not_hate
14233,hunter with spot on analysis as per usual .,not_hate
16363,the ancient fathers of india / bharat were the vedic rishis and yogis  vasishta  vishvamitra  bhrigu  angiras and many forgotten over time .,not_hate
16650," oh yes  make sure we call those who want to kill children  "" kind people of a misunderstood religion "" "" . next ? it's all america's fault ! """,implicit_hate
20549,"you guys should invest in some large weapons for open carry and learn to stand your ground, #dunntrial #jordandavis",implicit_hate
20139,i think it'll be covered once all the #illegals are out!,implicit_hate
20543,"one snake at atime. as my aunt did in bayous, cut the head off when u c em'. deadly & will kill ya.",implicit_hate
1881,you should call yourself jewish media pundit and american traitor propagandist . block us we need something new,explicit_hate
14254,i keep having to say this in response to twitter accusations . i don't hate the whites . i am white  most of my friends are white  most of the women i've dated have been white . i'm yuuge with the whites the whites love me . and again  whites also make the best beer .,not_hate
19924,build that damn wall with hillary and husan obama on the mexican side. 2 aaa socialist sleezebags,implicit_hate
11583,im not exaggerating  it makes a big difference to people on the fence if a chunk of the rally is unkem,not_hate
18114,pm modi pays tribute to bal thackeray on his birth anniversary,not_hate
15970,created this memorial,not_hate
17500,you say racist like its a bad thing . sorry mate  race and racial difference is a fact of life,not_hate
16386,the nba bans donald sterling for supposedly being racist but racist al sharpton gets invited over 80 times to the white house ?,not_hate
17594," to be fair ( i support  "" european "" "" ethnic survival )  there is the same thing among some "" "" whites "" "" to blacks . """,implicit_hate
10341,31 - yr-old female beaten  tortured  set on fire . suspect i did it  i hate all white people,explicit_hate
2852," but aj + said they were  "" mostly non-violent "" "" ... """,not_hate
15305,merry christmas from identity evropa !,implicit_hate
1179,always inspired by for #maga,not_hate
8208,two years ago  mammon worship like this was essentially republican dogma . thank god that trump showed up and mainstreamed nationalism .,not_hate
8811,is not a white supremacist organization . theyre promoting the assertion of white identity in order to help combat the issues our country is facing as a result of anti-white hatred and discrimination along with uncontrolled immigration,implicit_hate
12222,all we have to do is bait the left  like we have been . people will demand trump crack down,not_hate
9659,huffington post : christianity has a concept of jihad just like islam's : craig considine is the deep thinker wh ...,not_hate
209,. op ed : islamic doctrine of shariah is anti-constitutional . your future potus should agree .,implicit_hate
13000," rt more anti-jew hate from  "" nothing to do with islam "" "" """,implicit_hate
20114,"native americans were here first, there's no denying it, and they didn't secure their borders. see what happens?",implicit_hate
15776,#askwhitehouse #factcheck - illegal aliens get emergency healthcare  tuition subsidies . children can get public benefits .,not_hate
14866," the  "" i'm not white "" "" white morons at it again "" "" i am a victim too ! especially when i'm not "" "" """,not_hate
19198,she must be the daughter of one of the wetbacks reagan gave amnesty too,explicit_hate
10871,tax cuts only for businesses that hire legal workers ! #afire #tcot #p2 #sotu #jobs,not_hate
20899,THEN WHY HAVEN'T THEY BEEN HUNG FOR TREASON!,explicit_hate
15126,far-right austrian leader tours israel with jewish sidekick via,not_hate
16687," yes  he did . i saw the video of him where he said   "" kkk  neo-nazis  white supremacists and other hate groups ... "" "" """,not_hate
2808,yet the white birthrate is less than half of what it was in the 1960s,not_hate
4172,if birth control was #notmybossbusiness  then we wouldn't force ' em to pay for it . after all  he who pays piper calls tune,not_hate
5868,bottom line we can never know - probably not true but now its out there . this accusation serves only one purpose - destroy him if possible . dems and rinos behind this smear .,not_hate
9663,i am not black  you are not white . - youtube,not_hate
16067,hillarys hispanic problem : hispanics aren't ready for hillary,not_hate
16464,unlike antifa  they're mostly harmless  mostly .,not_hate
5270,or  for that matter  mainstream media . that's why rubio had to go negative . he got no earned media otherwise .,not_hate
8927,not  of course  directed at you  . help keep our sanctuary cities safe for * everyone * .,not_hate
13037,#plannedparenthood profited from enforcing abortion quotas to increase profits . #itsprettyugly #exposepp,not_hate
19785,not on pork? or choking on their salivas?,implicit_hate
11414,deconstructing planned parenthood's hypocritical new motto,not_hate
14986,an advanced white man  but why is he tolerant of the jew menace ?,explicit_hate
4983,everybody said that totally obvious  my question is how much longer are whites going to play in democratic circles ?,not_hate
19776,why can't we just shoot mexicans at the border already,explicit_hate
17312,the people who are disaffected . they wouldnt be disaffected if they were happy . hunter said it himself !,not_hate
14884,#auspol 84 % of all wanted criminals in copenhagen are non-white via,not_hate
6177,nah  we are going to resurrect idea of nation for white people and their children . i'm,implicit_hate
11392,christians who kill and hate are not following jesus thus they are fake .,not_hate
19322,"the value of a human is a consumer/production unit in the scheme of rich globalists, then immigrants have none",explicit_hate
17123,mt : if you missed on the radio yest  audio w / latest on lawsuit against wa florist & #splc up now :,not_hate
17059,it seems that has a longer  & more exotic  target list than does the !,not_hate
6128,join the national-socialist struggle and fight for your children :,not_hate
958,"  "" master race "" "" ? well thanks  but "" "" white people "" "" will do . """,not_hate
13772,while is striving to make india no1 country in next 15 yrs  congress still stuck up 200 yrs back with tipu to stoke communalism,not_hate
18024,like that hunter . i mean sure his wife & son are cute  but hes promoting this,not_hate
21115,"How are people with mental disabilities similar to electronic products? Sometimes they are, ""batteries not included""",implicit_hate
11372,bro  it's vastly more complicated than that . milo might even be assassinated by the deep state,not_hate
12179,: sharia inaction in yemen : islamic jihadists murder man on suspicion that hewas homosexual miscreants,not_hate
6048,i'll never understand the smallest percentage of people that contribute nothing to society  screaming for preferential treatment,not_hate
4305,not all white peoples are racist,not_hate
1543,no one is taking your white identity movement away from you .,implicit_hate
15382,protecting lives is not a partisan issue . hyde has saved over 2 million medicaid kids from abortion . #hydesaveslives,not_hate
19428,ok keep believing that. funny how most poc that have made something of their lives normal ones don't play that garbage. don't be a criminal and work hard and you can have a good life. a life like any other race. but blacks have been taught to blame others for their failures.,implicit_hate
6645,#nsa whistleblower edward #snowden - haven't you finally had enough america ? #wpww #freedom #policestate,not_hate
13958,#gatlinburg on fire not one report #fakenews possible terrorist attack #maga,not_hate
10515,found in history proof cameron hates white british ... heres a racist ! !,implicit_hate
3581,this is germany 2 . o . they are still trying to control the world,not_hate
1408,i'll bet white people  when provoked  are quite capable of ddiplaying an infinitely greater solidariy,not_hate
8594,because they're anti-white . they have hatred for our whiteness . because they see a rise in white identity and whites shedding their guilt .,implicit_hate
3696,why your govt allowed scandalous price for gas produced in indian gas fields ?,not_hate
6532,"  "" the government should not force religious organizations ... to be complicit in providing abortion pills ... "" "" """,not_hate
19263,"allah is certainly not our christian god, it's the name for what early arabs called a lesser desert breeze.",implicit_hate
15407,salient points of speech by hon'ble prime minister  shri narendra modi addressing public meetings at tinsukia  ...,not_hate
10821,roy moore rapes kids,explicit_hate
18013,keep it up  we need more people doing this !,not_hate
18570,a white supremacist is just a white person resisting the attempt to make him second class citizen in his country .,implicit_hate
19425,"what else should american's know about them?who trained,funded and equipped these animals?ameri",implicit_hate
18840,no . we have no right to destroy their countries and the altright would like to stop that ... but they also have no right to come into ours and radically change the demographics & culture . hence  become the third world .,implicit_hate
3690,why did nbc scrub osu jihadist facebook quotes ? this is msm diluting the truth of political islam . #ohiostate,implicit_hate
17313,the political class is vast majority white ... and owned by rich white people ...,not_hate
13911," rt  "" the defeat of the murray and collins amendments is a victory for the american people . "" "" #defundpp """,not_hate
19601,"ugh """"alpha"""" this and """"beta"""" that it's so annoying. we get it, you're overcompensating """"gorilla mindset.",implicit_hate
5133,isis publicly stones 2 teenage girls to death for adultery .,not_hate
10067,unfortunately you don't get to make the choice . there are more than 100 million white men in america,not_hate
21274,what 's the difference between harry potter and jews ? harry escaped the chamber,implicit_hate
7643,americas poorest white town proves link between race and crime #swrm #whitetown #us via,implicit_hate
18010,just calling you white thought you were proud,not_hate
5943,excuse me ? i ain't white . and i'm not dening that white people can be hateful  but do you have more than one instance of white massacer as o,not_hate
2435,mullets are one of the few things white people created on their own without cultural appropriation,implicit_hate
7654,another anti-white racist attacks in obama's america ( video ) via,implicit_hate
4833,a future for white kids .,implicit_hate
14553,stop #ppsellsbabyparts they're in vaccines and kill kids,not_hate
6742,alt right sentiment is running yellow warm,not_hate
13787,white people are not alowed to have opinions if we do we are so bad,not_hate
2244,funny thing is  they do need white people .,not_hate
1575,one of the many shortcomings of white supremacists is their inability to understand which murders are newsworthy :,not_hate
7267,the utilities in south africa are currently in a state of collapse .,not_hate
17226,safety crisis : planned parenthood in st . louis hospitalizes 65th patient from botched abortion .,not_hate
15758," rt yeah seriously  beefs aside with the  "" mainstream "" "" has never been anything more than a cartel of mass media outlets """,not_hate
13105,a lot of marxist classism  but there's a great deal of authoritarian racial tribalism  at l,not_hate
452,i don't want any murders illegal or citizen . but there seems to be a disproportionate amount of focus on people that are not the real danger,not_hate
16332,splcs mark potok : donald trump is a racist  has white nationalist positions : splc now officially on the t ...,not_hate
6309,the antifa communist thugs have shut down speeches  attacked police  burned american flags and waved soviet flags . msm response ; crickets !,not_hate
3387,mr . taylor is exceptionally patient .,not_hate
20130,deport now. reopen ellis island. secure the borders.,implicit_hate
2073,: uk judge : british soldiers can't hold taliban jihadis for more than four days,not_hate
11158," r peters said it  "" kill isis and then kill his pet goat "" "" """,not_hate
11607,it is not just anti-white  it is anti-american . stop trying to make hate acceptable  un,not_hate
10245," if your ancestors built a country  is it unreasonable to be  "" privileged "" "" in it ? #goodquestion """,not_hate
18156,sexual orientation is innate . religion is a behavior . but wrong according to who ? you ?,not_hate
19380,"that's another reason we need to block this ruthless, scavengers animals,sorry for my language,there isn't words",implicit_hate
19667,arizona is ground zero for illegal immigration battle #afire #tcot #teaparty #immigration,implicit_hate
12890,why go through the hassle of sticking up for people who really don't need any help  an,not_hate
9371," which  "" violent actions & rhetoric "" "" from james white are you referring to ? ? """,not_hate
7516," they say  "" bernie is a perverted old jew . "" "" then call me racist for not voting for a wh lady . """,explicit_hate
4251,libs try to unhinge trump's cabinet : . but sessions and black alabama pastors are fighting back .,not_hate
17661,: i have never seen any evidence that robert spencer is racist . bring your proof or be a vile hate spr,not_hate
5231,new black panther leader : kill white babies by bombing nurseries #wr,implicit_hate
6436,white genocide alert .. detroit : the death of white civilisation | more : via,implicit_hate
20763,"about 8% of what it costs to feed, clothe, house & incarcerate them every year. #buildthatwall!",implicit_hate
11080,yes we don't to be invaded my wife is white blonde and 2 mexican girl are trying to get her fired by saying she called them racist to hr,implicit_hate
8083,show me your infrastructure and i'll tell you when the white man left,not_hate
1510,love how they even used our op hash tag #opkkk good job !,not_hate
11246,15 minutes before you go to sleep ; mr pm dismiss all swiss agents,not_hate
16075,how about the black ' n white minstrels ?,not_hate
8407," mixing easter and holocaust commemoration : literal holocaustianity !  "" that jew died for you "" "" ... """,implicit_hate
788,too bad your people are turning into soap in south africa .,implicit_hate
17056,it is a human right  for every man to have his own people and identity . for white and black alike !,not_hate
6366,this is what someone who is actually dangerous to a cop looks like . #ferguson #policebrutality,not_hate
6365,this is very bad . pl . take precaution .,not_hate
12022,"  "" : shame on blacks : more negroes are in prison than were slaves in 1850 via "" "" """,implicit_hate
20969,What would you call an Arab with a wooden leg? A sticky bomb.,implicit_hate
12118,#altright jared taylor is on #redicelive,not_hate
19447,"moron, palestinians have inhabited palestine since time immemorial unlike z invading ashkinazi scum.",implicit_hate
8368,"  "" little "" "" sisters ? what's with religious organizations fetishizing children ? """,not_hate
156," rt jesus's teaching on judgement :  "" let he who is without sin cast the first stone "" "" . are you  senator ? are you ? """,not_hate
12154,164 deaths of homeless in delhi due to negligence of heartless who live in posh bungalowscc expose them,not_hate
9490,anti-white weimerica .,implicit_hate
1806,when i say white  i mean a,not_hate
16030,forced abortion that injured woman reveals much about planned parenthood |,not_hate
155," rt dawa = > barbaric  totalitarian political ideology intent on enslaving all human beings for  "" allah "" "" imagine founding a club on these principles """,implicit_hate
5290,pl . spread this great news : germany wants as,not_hate
15859,a nationalist is an america first patriot . the white part is irrelevant .,not_hate
21437,I don't want another woman boss. I already have a woman boss and she has me running around all the time.,implicit_hate
9923,same thing may be happen with bjp in 2019 .,not_hate
491,if only we'd realize it's just #clowardandpiven of dear leader obama we'd be taking a stand as americans .,not_hate
18351,white #genocide - #whitepeople #whitepride #racism,implicit_hate
6126,jim acosta is  one if the best in the business  stephen miller is an about racist  a white supremacist  a,not_hate
3943,and me just having a white skin makes me racist  specially here in south africa,not_hate
13057,1 . do you know that abu'l-fath jalal ud-din muhammad akbar was a dyslexic and could hardly read or write ? #mughal #history,not_hate
10365,: islamic state kidnaps at least 90 people from christian villages in syria,not_hate
6613," the evil reading koran (  "" 26 different korans "" "" ) is so dangerous that muslims might find out jesus is god and not jihad for momo """,implicit_hate
2230,fingerprints can reveal if you are black or white via,not_hate
11028,white genocide accelerates in italy : some italian schools are now majority non-white via,not_hate
19147,satan is islam but of course a low iq inbred like you wouldn't understand that,implicit_hate
17322,the white man takes over,not_hate
19337,"yeah, real high iqs here.",explicit_hate
18076,no . those people should be banned from all rallies . the next rally i attend i will vol,not_hate
5991,history is groipsnof people hating each-other until one kills enough of them that they give up,not_hate
8282,white lives matter ! ! !,not_hate
7279,these are more lies by the cruz duo . heidi recommended nau.pastor also lying.he wrote secpeac & part,not_hate
21334,what is the usual woman 's response to a black guy 's pickup line ? rape ! <allcaps>,implicit_hate
8571,are you black or white ? and i love women by the way !,not_hate
19268,".why do fools,like dogs travel in packs?so when their food runs short, they have someting 2 eat.example a: aclu",implicit_hate
18832,national socialism is german socialism . follow us ! #napow #nationalsocialismnow #lovens,not_hate
19499,border agent: obama 'catch and release' policies fueling illegal immigration to u.s.,implicit_hate
14182,fair is a known hate group - white supremacists !,not_hate
1234,brit-pos tara also posted hers awhile back ~ the dubious dna surprisingly has no south asi,not_hate
11478,fuuuuuuuck you . ( and in white lol ),not_hate
3523,the #altright is a mask for racism and isolationism . #whitepropaganda,not_hate
1515,me too . trump's disavow was the best thing that happened to the alt-right cause now we don't have to tone it down .,not_hate
12214,agree  hindus r secular  n tis our homeland ! but  opp hindu minded  u mean xtreme right !,not_hate
17344,this is white heritage . honor it,not_hate
5308,really makes you wonder why our ( ( media ) ) constantly attacks both ...,not_hate
20274,"i understand paying for deportation, but the appeal? unacceptable!",implicit_hate
20829,"Via @VDARE‍, article on how the death penalty improved the European gene pool by removing the most violent and least religious young men: https://www.vdare.com/articles/death-penalty",implicit_hate
996," islamophobe defined in 20 secs w / via youtube  "" the white house's islamophobia "" "" """,not_hate
13176,black ppl of america . i am a white person of america . the only dif between us is the pigmentation of the largest organ on r bodies - our skin.we have been played by the dems  the media  and race-baiting obama.we are all americans . let's be americans together .,not_hate
14994,and we'll take the south africans .,not_hate
13868,"  "" migration "" "" .. more like a bowel movement of arab rapists to the western world  who will then claim op """,explicit_hate
11260,: he should b charged w / murder . he created the environment that lead 2 antifa attacking the car that killed t,not_hate
15918,back in the days when hillary supported the kkk . #altright,not_hate
4420,thank god there are still strong white men like that don't #cuck like the #altlight #newright,implicit_hate
4376,robert spencer in pj lifestyle : 5 ways the islamic war on free speech advanced last week,implicit_hate
4159,i wonder if this is related to the hordes of imported third worlders . that couldn't be  the jewish elites told us they'd contribute to a stronger  wealthier  more tolerant society and definitely not cause massive social and economic problems .,implicit_hate
10029,there is no place for a white man in the democrat party .,implicit_hate
658,pjw is waiting for you to widen the overton window right-ward . then he'll appear w / milo & ta,not_hate
984," hate crime hoax in austria : muslims set fire to their own business and leave  "" racist "" "" graffiti to mislead inve ... """,implicit_hate
243,: preach it elder  preach it ! ! the democrats have overseen the mass enslavement of citizens with their tre,not_hate
2387,jews right now throw muslim + arab against white + christian,implicit_hate
6470,why do i think you are a white racist using a black mans picture to troll .,implicit_hate
1366,his victims were basically entirely white .,not_hate
12170,: billy roper  white nationalism 1.0 and #unitetheright via,implicit_hate
769,there's nothing racist in what you rt'd . even if the guy is a ws  i don't believe in guilt by association.you don't sound racist at all in your tweets . you sound like me . fed up with that disgusting label being indiscriminately applied to good white people . its unamerican !,not_hate
18252,the worlds biggest racists are actually brown people while white people are the least racist #,implicit_hate
18383,who do you think is lying ? typical #zog #media #msm,not_hate
2039,: antifa protest alt-right for protesting trump's syrian intervention via,not_hate
2314,i sure did ma and pa . i'm bout to go see billy jean  bobby jean  and sally jean ! my achy breaky heart ! !,not_hate
15086,denounce antifa and violent left extremism by the end of this  might even seek to name them as a terror,not_hate
1842,whores of babylon : lena dunham celebrates white genocide via,implicit_hate
4866,and that's a white guy practicing islam !,not_hate
8241,we dont ben is the blackwe dont ben is the black,not_hate
17708,also is the census is correct euro-americans are 80 % of the population . you want to pay less than your share ? and you call us lazy ?,not_hate
3506,stupid people say stupid stuff you are stupid,not_hate
15139,god bless you for the job you do  i think we must start at root of problem ; ( what is being taught to young muslim men / boys ),not_hate
11114,"  "" a nation without borders is not a nation . "" "" - president trump #buildthewall """,implicit_hate
7750,fair is a racist  white supremist group.can ' t hide it boy,not_hate
4253,live : watch as is welcomed to the white house . #popeindc,not_hate
20375,", , ,et al-stay safe/be smart in #auburn. not concern trolling- this needs to be a total victory",implicit_hate
2487,once again  the entire congress condemns us . congress is less popular than any political group in ameri,not_hate
19303,get rid of that program and start sending them back.the ones that are grown could have applied for citizenship as well as their parents.,implicit_hate
18630,but its jesus ' birthday not allah or mohammeds . they have there own festivals  or is that christianph,not_hate
21307,"shopkeeper runs the numbers . fifteen skinheads chased a pakistani into a shop and proceed to kick seven flavours of shit out of him . eventually , the police arrived and arrested everyone . one of the coppers walked over to the shop assistant and asked if he saw it all happen . when the clerk replied , "" yes , "" the cop asked why he did n't help out . "" i thought fifteen was enough , "" came the reply .",implicit_hate
18043,missionaries in india : conversion or coercion ? via,not_hate
6094,it is if they end up monopolising the internet . it is wrong to compare this to the editorial policy of a newspaper  a better comparison would be if all the streets and public spaces were privatised and the company in question then places restrictions on what people can do and,not_hate
